gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalServices,AvgCharges,TotalRevenue,TenureGroup_13-24,TenureGroup_25-48,TenureGroup_49-60,TenureGroup_61-72
0,0,1,1,-0.9135523854430947,1,0,-0.3190486958265015,-0.7742621363716935,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,3,-0.07038746694288123,552.0,False,False,False,False
0,0,0,0,-0.46536881140368164,1,1,0.8393807556031058,-0.18547540482207533,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,4,-0.008430700219185242,1891.05,True,False,False,False
1,1,0,0,-1.2802480369298872,0,1,-0.8359375902233567,-0.9898704505662146,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,2,-0.4949352252831073,39.65,False,False,False,False
1,0,1,0,-0.8320644628904742,1,0,-1.4957603911093742,-0.9181333687409043,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,1,-0.07062564374930033,237.60000000000002,False,False,False,False
1,0,0,0,-1.2802480369298872,1,0,-1.4841262359300236,-0.9984736061356706,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,-0.4992368030678353,20.15,False,False,False,False
0,0,1,0,1.042157755819799,1,1,-0.16281861198951014,0.5390426503656529,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,4,0.009136316107892423,3474.2,False,False,True,False
1,0,1,1,0.6754621043330062,1,0,-0.17279074500038183,0.30309559403000746,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0.006061911880600149,2920.4,False,False,True,False
0,0,0,0,-0.09867315991688907,1,1,-0.3157246514895445,-0.3320819994749083,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,-0.01071232256370672,1659.0,False,True,False,False
1,0,1,1,0.5939741817803857,1,1,1.1485168789401317,1.087901916323693,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,5,0.022664623256743604,4669.45,False,True,False,False
1,0,1,1,-1.2802480369298872,0,0,-1.1500597800658183,-0.9940396721114126,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,-0.4970198360557063,30.2,False,False,False,False
1,0,1,0,1.6125732136881428,1,1,0.8460288442770204,1.8027579660257245,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,8,0.024695314603092117,6498.0,False,False,False,True
0,0,0,1,-0.6283446565089228,1,1,-0.003264483815561185,-0.5251015154562937,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,3,-0.029172306414238538,1099.9,True,False,False,False
0,1,1,0,1.5718292524118325,1,1,1.0487955488314136,1.9781299834030972,0,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,6,0.027474027547265238,6840.849999999999,False,False,False,True
1,1,1,0,-1.239504075653577,1,1,1.020541171967277,-0.9272218305219706,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,4,-0.30907394350732353,191.0,False,False,False,False
0,0,1,1,-0.22090504374581993,1,0,0.04493415907031928,-0.1803796896001668,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,5,-0.0064421317714345285,1786.0500000000002,False,True,False,False
1,0,0,0,-1.2802480369298872,1,0,-1.482464213761545,-0.9984515467624158,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1,-0.4992257733812079,20.2,False,False,False,False
1,1,0,0,-1.2802480369298872,1,0,-0.6497911073537498,-0.9873998007616529,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-0.49369990038082645,45.25,False,False,False,False
0,0,1,1,1.6125732136881428,1,0,1.166799122793397,2.191995607110472,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,6,0.030027337083705096,7192.8,False,False,False,True
1,0,0,0,-1.117272191824646,1,1,0.16293773303230216,-0.8675512258671538,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,-0.14459187097785897,348.5,False,False,False,False
0,0,0,0,0.5532302205040754,1,1,0.3324639942171226,0.5581019488579864,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2,0.011874509550169922,3440.7999999999997,False,True,False,False
1,0,0,0,0.06430268518835204,1,1,1.3811999825271404,0.5585210769498316,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,6,0.015957745055709474,3615.8999999999996,False,True,False,False
0,0,0,0,-0.8728084241667844,1,1,1.0986562138857727,-0.5196749096355598,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,5,-0.04330624246962999,1076.35,False,False,False,False
1,0,1,1,-0.9135523854430947,1,0,-0.5068572008645874,-0.7974906564092247,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2,-0.07249915058265678,495.5,False,False,False,False
0,0,1,1,1.5310852911355224,1,1,0.14631751134751583,1.1422562120240514,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,5,0.01608811566231058,4844.0,False,False,False,True
0,0,1,1,-0.6283446565089228,1,0,-1.46418196990828,-0.8228368762792375,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,1,-0.04571315979329097,352.75,True,False,False,False
0,0,0,0,1.2458775622013503,1,1,0.5003282332334644,1.1374472686544577,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,7,0.0177726135727259,5030.549999999999,False,False,False,True
0,0,1,0,-0.7913205016141639,1,1,0.3790006149345245,-0.5743600959347432,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,6,-0.04102572113819595,990.6,True,False,False,False
0,0,0,0,0.6754621043330062,1,1,0.6548962949019775,0.7162235363499371,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3,0.014324470726998741,4140.5,False,False,True,False
1,0,0,0,-1.239504075653577,1,0,-0.5168293338754592,-0.9645683494427119,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,-0.3215227831475706,98.5,False,False,False,False
0,0,0,0,-1.239504075653577,1,1,0.526920587929123,-0.9437663604632323,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2,-0.31458878682107744,161.3,False,False,False,False
1,0,0,0,0.7976939881619372,1,1,0.4970041888965074,0.8534769567426436,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,6,0.016103338806464973,4147.0,False,False,True,False
0,0,1,1,1.490341329859212,1,1,-0.021546727668826055,0.8694920617257849,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,5,0.012421315167511212,4426.35,False,False,False,True
0,1,0,0,0.4309983366751446,1,1,0.8460288442770204,0.6862448480963711,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,4,0.01559647382037207,3880.75,False,True,False,False
0,0,0,0,-0.7098325790615433,1,1,1.1402067680977386,-0.37805373333836045,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,5,-0.02362835833364753,1486.5,True,False,False,False
0,1,1,0,-0.3023929662984405,1,1,0.15628964435838755,-0.23411632284938447,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,5,-0.009004473955745556,1737.5,False,True,False,False
0,1,1,0,-0.9950403079957153,1,1,0.526920587929123,-0.727959511909416,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,3,-0.08088439021215733,645.2,False,False,False,False
0,1,1,1,1.1236456783724196,1,1,0.33412601638560113,0.9587222265423224,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,6,0.01571675781216922,4491.0,False,False,True,False
1,1,0,0,-0.5876006952326125,1,1,1.0188791497987986,-0.23416044159589455,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,4,-0.012324233768204976,1718.1000000000001,True,False,False,False
0,0,1,1,1.2458775622013503,1,1,1.1584890119510038,1.7770587961836313,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,5,0.02776654369036924,6277.950000000001,False,False,False,True
1,1,1,1,1.3681094460302812,1,1,1.4510049136032432,2.1146333851051335,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,7,0.03156169231500199,7157.7,False,False,False,True
0,0,1,1,0.06430268518835204,1,0,-1.3245721077560748,-0.6128095835182352,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,2,-0.01750884524337815,848.3,False,True,False,False
0,0,0,0,1.6125732136881428,1,1,1.4194264924021491,2.4575904611008585,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,6,0.03366562275480628,7740.0,False,False,False,True
0,0,1,0,0.5939741817803857,1,1,1.1867433888151404,1.0693499834162252,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,5,0.022278124654504693,4723.5,False,True,False,False
1,0,0,0,1.1236456783724196,1,1,0.8343946890976701,1.397416982464815,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,4,0.022908475122374018,5394.0,False,False,True,False
1,0,1,0,1.6125732136881428,0,0,-0.7544985039679036,0.29943373806967477,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,3,0.00410183202835171,3031.2000000000003,False,False,False,True
0,0,1,1,-0.5876006952326125,1,1,-0.3456410505221598,-0.5851030107099358,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,3,-0.030794895300522936,979.1999999999999,True,False,False,False
0,0,0,0,-0.954296346719405,1,0,0.9839766842607471,-0.6291555791002016,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,4,-0.06291555791002015,849.6,False,False,False,False
0,0,0,0,-1.1987601143772666,1,1,0.3490842159019089,-0.8996696733264564,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,5,-0.2249174183316141,225.89999999999998,False,False,False,False
1,0,1,0,0.5939741817803857,1,1,0.4687498120323708,0.6031251296714728,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3,0.012565106868155684,3708.3,False,True,False,False
0,0,0,0,-0.0579291986405788,1,0,0.4787219450432425,0.09436980429105085,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,6,0.002949056384095339,2455.2000000000003,False,True,False,False
0,0,1,1,0.7162060656093165,1,0,-1.4841262359300236,-0.5966621222955638,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1,-0.011699257299913016,1007.4999999999999,False,False,True,False
1,0,0,0,-0.9135523854430947,1,1,0.5003282332334644,-0.6158758364006823,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3,-0.05598871240006203,798.5,False,False,False,False
1,0,0,0,-1.2802480369298872,1,0,-0.5234774225493737,-0.9857232883942716,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2,-0.4928616441971358,49.05,False,False,False,False
0,0,1,1,0.7976939881619372,1,1,-1.4758161250876305,-0.5261824247457894,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,1,-0.009927970278222441,1060.8,False,False,True,False
1,1,1,1,1.2866215234776606,1,1,1.5557123102173969,2.1246262811896552,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,7,0.03268655817214854,7142.4,False,False,False,True
1,0,1,1,1.20513360092504,1,1,-1.3478404181147756,-0.37884787077554105,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,2,-0.006013458266278429,1503.5,False,False,False,True
0,0,0,1,-1.1987601143772666,1,1,-0.009912572489475814,-0.929096877248647,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,4,-0.23227421931216174,193.5,False,False,False,False
0,1,0,0,0.9606698332671783,1,0,1.519147822510867,1.7013069084259083,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,7,0.029847489621507163,6188.0,False,False,True,False
0,0,0,0,0.5532302205040754,1,0,-0.30409049631019397,0.17892338197752522,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,2,0.0038068804676069197,2559.9,False,True,False,False
0,0,1,1,-0.9950403079957153,1,0,-0.33733093967976663,-0.7946008785128177,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3,-0.0882889865014242,437.2,False,False,False,False
1,1,0,0,-0.09867315991688907,1,1,0.33080197204864403,-0.07588443849115842,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,5,-0.0024478851126180133,2242.5,False,True,False,False
0,0,1,1,0.5124862592277651,1,1,-1.292993686554981,-0.4706148635164054,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,2,-0.010230757902530552,1165.5,False,True,False,False
0,0,0,1,-1.2802480369298872,1,1,0.48370801154867815,-0.9723553082017324,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2,-0.4861776541008662,79.35,False,False,False,False
0,0,1,1,-0.8728084241667844,0,0,-0.47361675749501464,-0.757938200162982,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,3,-0.0631615166802485,556.05,False,False,False,False
0,0,1,0,-1.0357842692720254,1,1,0.3440981493964733,-0.7881374821490981,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,-0.09851718526863726,526.0500000000001,False,False,False,False
0,0,0,0,0.3902543753988343,1,1,1.29643685193473,0.9018752216641474,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,6,0.020973842364282496,4359.599999999999,False,True,False,False
0,0,1,0,0.6754621043330062,1,1,-1.4841262359300236,-0.5779337144020558,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1,-0.011558674288041115,987.3499999999999,False,False,True,False
1,0,0,0,-0.954296346719405,1,1,1.146854856771653,-0.6020225499965326,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,5,-0.06020225499965326,893.6999999999999,False,False,False,False
0,0,1,0,0.10504664646466233,1,1,-0.08802761440797163,-0.029934764000961348,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,3,-0.0008315212222489263,2175.25,False,True,False,False
0,0,1,1,0.6347181430566959,1,0,-1.4675060142452374,-0.5410283829464149,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1,-0.011041395570334997,991.1999999999999,False,True,False,False
0,0,1,1,0.5532302205040754,1,1,-1.490774324603938,-0.5983386346629451,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1,-0.012730609248147768,917.6999999999999,False,True,False,False
1,0,1,0,-0.13941712119319935,0,0,-1.0320562061038354,-0.5620950844049546,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,-0.018736502813498486,978.75,False,True,False,False
1,0,1,1,-0.09867315991688907,1,0,0.5734572086465244,0.12657648924337345,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,3,0.004083112556237853,2461.5,False,True,False,False
1,1,0,0,-1.2802480369298872,1,0,0.32913994988016554,-0.9744068299144488,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2,-0.4872034149572244,74.7,False,False,False,False
1,0,1,1,1.3681094460302812,1,1,0.6382760732171912,1.5136919388920016,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,7,0.022592416998388085,5544.0,False,False,False,True
0,0,0,0,1.3273654847539709,1,1,1.5374300663641318,2.1281557809104577,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,7,0.03224478455924936,7218.25,False,False,False,True
1,0,0,0,1.6125732136881428,1,1,1.2000395661629697,2.2834758279990215,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,6,0.03128049079450714,7264.8,False,False,False,True
0,0,0,0,-0.8320644628904742,1,1,0.47041183420084937,-0.59822833779667,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,-0.04601756444589769,947.4000000000001,False,False,False,False
1,0,1,1,1.5718292524118325,1,1,0.06820246942901978,1.0877033819643978,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,5,0.01510699141617219,4746.349999999999,False,False,False,True
1,0,0,0,-1.117272191824646,1,0,-1.4542098368974083,-0.9571343406557717,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,-0.15952239010929528,105.25,False,False,False,False
1,0,0,0,0.7976939881619372,1,0,-1.4558718590658868,-0.5188807721983792,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1,-0.009790203249026023,1092.0,False,False,True,False
0,1,1,0,-0.3023929662984405,1,1,1.120262502075995,0.10200234743728628,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,5,0.003923167209126396,2462.5,False,True,False,False
1,0,0,0,-1.2802480369298872,1,0,-1.482464213761545,-0.9984515467624158,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,-0.4992257733812079,20.2,False,False,False,False
0,0,1,1,-1.2802480369298872,1,0,-1.5073945462887244,-0.998782437361241,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,1,-0.4993912186806205,19.45,False,False,False,False
1,0,0,0,0.22727853029359316,1,0,1.0039209502824908,0.5833819906082339,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,5,0.014958512579698305,3610.0,False,True,False,False
0,1,1,0,1.3681094460302812,0,0,-0.639818974342878,0.32822122016746996,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,3,0.004898824181604029,3006.2999999999997,False,False,False,True
1,0,1,0,1.4495973685829018,1,1,1.5025276008260806,2.350889272666349,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,7,0.03407085902414999,7480.0,False,False,False,True
1,0,0,0,-1.117272191824646,0,0,-1.3461783959462972,-0.963156549554391,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,-0.1605260915923985,121.5,False,False,False,False
0,0,1,1,1.6125732136881428,1,1,1.3080710071140809,2.2146505834433734,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,6,0.03033767922525169,7498.8,False,False,False,True
0,0,0,0,-0.01718523736426852,0,0,-1.151721802234297,-0.5980959815571398,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,-0.018124120653246662,964.8,False,True,False,False
1,0,0,0,0.4309983366751446,1,0,0.9823146620922681,0.7226648733404017,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,4,0.01642420166682731,4057.0499999999997,False,True,False,False
1,0,1,1,1.6125732136881428,1,0,-1.5090565684572033,-0.40591472175944504,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,1,-0.005560475640540343,1396.8,False,False,False,True
1,0,1,0,0.919925871990868,1,1,1.0620917261792429,1.3039734773565694,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,5,0.023285240667081597,5321.25,False,False,True,False
0,0,0,0,0.7976939881619372,1,0,-0.2276374765601767,0.33483903214397465,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,4,0.006317717587622163,3013.4,False,False,True,False
0,0,0,0,0.4309983366751446,1,1,0.8925654649944222,0.7371358221956918,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,4,0.016753086868083907,3940.9500000000003,False,True,False,False
0,1,1,0,0.18653456901728288,1,1,0.3889727479453962,0.2580282944700108,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,0.0067902182755266,2830.5,False,True,False,False
0,0,1,1,1.2866215234776606,0,1,-0.3389929618482452,0.5030417532134677,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,4,0.0077391038955918106,3494.4,False,False,False,True
1,0,1,1,-1.1987601143772666,1,0,0.8327326669291911,-0.897772567226525,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,4,-0.22444314180663125,269.54999999999995,False,False,False,False
0,0,0,0,0.1457906077409726,0,0,-1.1218054032016818,-0.5104320322417084,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,-0.013795460330856985,1117.8,False,True,False,False
0,0,1,1,-0.9135523854430947,1,1,1.1784332779727473,-0.5376532988383974,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,5,-0.04887757262167249,1002.5,False,False,False,False
0,0,0,0,0.34951041412252404,1,0,-1.4675060142452374,-0.6389058220789184,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1,-0.015212043382831391,846.65,False,True,False,False
1,0,1,1,-0.22090504374581993,1,1,0.6781646052606785,-0.058104583647616066,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,4,-0.0020751637017005736,2300.4,False,True,False,False
0,0,1,1,0.9606698332671783,1,1,1.1634750784564394,1.42598387083006,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,5,0.02501726089175544,5588.8,False,False,True,False
